VehicleID,TotalCO2Emissions,TotalMaxWaitingTime
241,635977.3638239675,13.0
242,973671.8596773142,34.0
243,850567.2063068482,30.0
244,792928.8498919867,21.0
245,957557.0212539546,40.0
246,647056.5961641036,23.0
247,416245.7203351077,0.0
248,1676437.403286269,75.0
249,825588.9940894961,25.0
250,1147865.3546889895,20.0
251,1269992.6532593712,55.0
252,1607220.349802607,56.0
253,2230447.846929898,108.0
254,1444994.6432039565,48.0
255,1932176.634880127,104.0
256,760668.8835072194,5.0
257,664453.0694329226,25.0
259,972551.5402642209,23.0
260,661083.1351010809,1.0
261,800855.4357906868,41.0
262,828782.6624820423,40.0
263,664638.8391597457,12.0
264,735152.717829096,13.0
265,1223870.5575764785,55.0
266,1028534.5711305947,34.0
267,1462643.0695915895,50.0
268,1048918.6463113166,47.0
269,455183.2034536511,0.0
270,938218.7840440989,9.0
271,522810.95259801554,0.0
272,1223981.9088426926,46.0
273,2028203.6382146054,91.0
275,2009573.9747187966,95.0
277,1100061.2985400928,49.0
276,604196.2612322216,15.0
278,868713.2288350565,33.0
281,490615.20346673526,6.0
282,1333424.2689862938,73.0
280,897232.9553512456,32.0
283,712826.9981453649,8.0
285,1412104.7120581353,59.0
286,605138.3688298697,3.0
288,1767084.022556525,87.0
289,630247.0503710217,15.0
291,1859482.2011977315,79.0
293,1386952.1425797625,54.0
294,1255696.9813595489,53.0
295,1432805.759664386,67.0
296,2728354.7029323173,136.0
290,1516150.7889673368,64.0
297,2313799.689001754,106.0
298,2085869.0395224357,116.0
299,341872.75785549404,0.0
300,605045.1150793227,14.0
301,1064105.710498337,39.0
302,2281205.6626461693,113.0
303,1797521.2992933951,85.0
305,1812493.5223854522,110.0
306,1176145.8222034532,52.0
307,1501322.54122295,70.0
308,1092235.789058934,64.0
309,2308210.1928376276,134.0
311,1688784.061819524,63.0
312,1997586.554235439,100.0
313,1288138.3143640254,62.0
314,1929427.8821223103,98.0
315,922350.9446096377,44.0
317,1191662.0374232617,48.0
318,1077463.0793263388,45.0
319,1530628.8162493936,74.0
320,639119.9025847522,21.0
322,978274.3548577224,42.0
323,1007791.0480120362,42.0
324,1605432.0179656104,75.0
325,874935.9261796845,45.0
326,598388.2588974701,10.0
327,1450747.2638432507,84.0
328,373110.54280204524,0.0
329,1096322.1282480333,27.0
330,1684248.6650067337,78.0
331,1157748.685244878,13.0
332,962877.6285480789,31.0
334,1407560.0797716326,60.0
335,1007456.1534989232,46.0
336,1360204.2266709444,63.0
337,569723.8049404997,17.0
338,1307739.9271298384,38.0
339,1056956.1847683426,37.0
340,1043105.7533120292,31.0
341,595927.3302195328,15.0
343,407435.6415039955,1.0
344,2578569.694101178,133.0
345,190859.18080812268,0.0
347,606297.995251254,2.0
349,2066330.7709141404,129.0
351,1410447.27793366,35.0
352,1051193.6690454872,38.0
353,1109649.028021396,26.0
355,1547259.1068506697,53.0
356,554188.1214694456,2.0
357,1021142.4544270132,25.0
359,1360527.6218881123,55.0
360,1130302.5238003433,27.0
361,1256707.3675788692,62.0
362,771817.3111746742,7.0
363,1703737.3659236948,74.0
364,1341451.9736254944,35.0
365,1073172.7128701184,32.0
366,770726.247766449,28.0
367,403542.7983828884,0.0
368,582641.8605599941,0.0
369,779886.8865560881,31.0
370,932437.1012192079,40.0
371,424100.629742898,0.0
374,792377.6968255613,32.0
373,521959.54834538564,1.0
375,428098.91259364417,0.0
377,376230.0816904462,0.0
378,1248970.1791513467,58.0
376,1347415.4487848452,71.0
379,628676.4342647776,17.0
380,976423.6859240566,18.0
381,1961598.949730268,88.0
382,1116140.0529240095,12.0
383,1188262.8972421666,55.0
384,438005.6632989017,0.0
385,1079490.5909360945,36.0
386,556659.4372254808,12.0
387,798166.9340292293,17.0
388,652655.6261441894,13.0
389,662868.5762506257,13.0
390,928092.0732175778,38.0
391,849570.1727022452,41.0
393,812157.6070227148,24.0
394,971695.8845313507,24.0
395,498799.4830126167,3.0
396,1068138.571101027,26.0
397,899931.4159923014,17.0
399,727162.2507085154,31.0
400,688928.2901542194,13.0
401,562598.4507434831,5.0
402,808264.2907236038,20.0
403,547985.4087187645,14.0
404,732931.1816043962,15.0
405,933254.0598958886,43.0
406,1973117.160214621,85.0
407,1365485.4795934183,59.0
408,915096.4364605017,34.0
409,811057.3845418576,5.0
410,581089.4245775376,11.0
412,906327.1990236221,41.0
413,861863.3660710542,12.0
414,1051067.0440472974,39.0
415,805221.5369532354,34.0
416,1624373.2637546882,71.0
417,1479315.0878430957,68.0
418,1163622.1091285865,37.0
419,1733556.401998003,61.0
420,471376.7192283229,0.0
421,785008.7424901928,29.0
422,1022081.565655049,23.0
423,284137.476753305,6.0
424,1305542.6307819155,47.0
425,298722.78310064983,0.0
426,285922.7802413963,0.0
427,582478.2181149344,20.0
428,1014869.0083001067,46.0
429,343126.48113048164,0.0
430,1124289.0290650153,57.0
432,823886.1027833377,0.0
434,1773858.701974292,73.0
435,981914.7869616639,41.0
436,1158955.0264568634,53.0
437,1662911.9987390316,93.0
433,1609856.02593511,75.0
439,2310070.9039226146,122.0
440,912509.018524245,31.0
441,725066.2799859041,11.0
442,1098591.994074211,28.0
443,2008358.0821244987,113.0
444,453141.618643493,0.0
447,562844.2792413906,12.0
448,1498786.7054381198,54.0
449,606135.2063173132,13.0
445,444094.4389038698,17.0
450,490069.9459646958,0.0
451,661060.4179346435,23.0
452,1228591.576793988,39.0
453,1743077.5599452876,79.0
454,951678.5885859895,11.0
455,985990.6115212525,18.0
456,1001636.9904113993,34.0
457,1077248.2085443207,44.0
458,822486.4002688922,42.0
459,821757.7847825692,42.0
463,2098371.951704567,118.0
465,1967277.4735648953,107.0
466,765789.7465435928,34.0
467,2449773.301708003,110.0
462,2040476.7008009602,110.0
468,1476756.5690202385,44.0
469,2231291.3380465694,88.0
470,1297111.9508609266,57.0
471,751514.371343458,15.0
472,329500.04834475915,0.0
473,1180001.3227953594,23.0
474,699020.6132083095,19.0
475,582973.914520322,5.0
476,966850.5681501871,18.0
477,729804.5200916342,23.0
478,976751.0691537164,17.0
479,1711539.453925503,92.0
481,668965.3923864447,24.0
483,923851.816054536,12.0
484,427262.8844053195,5.0
480,764496.2171324303,40.0
485,724751.1791264161,28.0
486,525584.1874241432,11.0
487,1264631.4687700665,64.0
488,1340256.7899740587,50.0
489,1434255.3968324456,67.0
491,2230888.1101039206,105.0
490,1134464.2180497993,13.0
492,574162.9694821908,19.0
493,1818551.4671252058,86.0
494,2249949.013572324,113.0
496,1618605.6223382012,90.0
497,705311.0545729303,17.0
498,1449849.7847777242,79.0
499,704900.0899698538,12.0
500,459520.19950098183,8.0
501,2439681.51314863,106.0
502,655212.3867499577,22.0
503,1877287.1390583217,79.0
504,1710245.6876761871,95.0
505,817772.6577302874,42.0
506,1748363.5350370768,63.0
508,422252.3563726919,0.0
509,294673.37093797827,0.0
510,1011465.2030238782,41.0
511,2917328.027984352,174.0
512,1468874.459028503,62.0
513,558230.7575614271,0.0
514,655702.6575735685,31.0
515,275544.0530531595,0.0
517,1427442.6583427964,53.0
518,2160300.453943327,119.0
519,717844.993550049,18.0
520,559513.7070650271,0.0
521,1932137.9453262114,104.0
522,774121.4004860485,21.0
523,1733620.8183050922,60.0
524,536616.1381827359,1.0
525,629342.0270621881,22.0
516,2020675.6064773651,98.0
526,1819837.9570057138,95.0
527,332828.9394533908,0.0
528,1395465.6294160364,73.0
529,193767.20618938978,0.0
530,1645372.392261425,72.0
531,319590.43165969563,0.0
532,470503.2693568888,0.0
533,1616134.1320226686,95.0
534,387043.4948891888,0.0
535,2582501.5192940827,163.0
536,1647937.6880384132,56.0
537,783943.8153591782,35.0
539,704437.421989545,30.0
540,3015118.673650439,184.0
541,2223761.2169636698,120.0
543,1696205.8476858793,92.0
544,508840.9299475146,4.0
545,1206074.566128916,32.0
546,1280141.9739375708,28.0
547,410932.57922276866,0.0
548,537624.7940863278,0.0
549,886473.2457034908,36.0
538,814471.0632804588,40.0
550,650870.9681673108,21.0
551,918172.9163424349,36.0
552,693335.5470313682,14.0
553,626448.3497480857,8.0
554,1345101.2049126206,68.0
555,1888048.7231964401,91.0
556,1046891.3456788256,41.0
557,926833.7466815173,20.0
558,748691.56492888,17.0
559,814150.8691333005,24.0
560,753360.0053265985,24.0
561,709751.1707324574,13.0
563,522185.73277153197,21.0
564,350533.1736393362,0.0
565,1125066.6830764594,53.0
566,807017.025604809,16.0
567,1623983.0706421244,90.0
562,1669994.4444323923,70.0
570,2269114.7218013704,116.0
569,1708973.979825306,68.0
571,443127.822382537,18.0
572,439034.77338705596,0.0
573,950846.8721845252,26.0
574,300027.1585319618,0.0
575,417260.6295911413,0.0
576,1490715.7382478109,54.0
577,951950.9587660886,48.0
578,1053681.1245212955,35.0
579,597421.9539838121,14.0
580,671427.5188020803,29.0
583,1162827.2962375213,54.0
585,1286318.5599893942,35.0
586,589583.9281629026,13.0
587,1368075.8212304853,40.0
588,813340.7294553851,25.0
589,651941.804488903,24.0
590,845205.5247295756,18.0
581,1128325.2040645496,71.0
591,1831060.9992872851,70.0
592,581644.0519412889,17.0
582,2053217.2814821997,105.0
593,848132.6206386929,23.0
594,875895.2784566176,31.0
595,1253843.7034256666,53.0
596,565942.4409886056,4.0
597,1908405.7068681996,77.0
598,920691.9530213072,27.0
599,1091481.2037598488,31.0
600,1885600.7245273956,107.0
601,1093880.0364625012,36.0
602,193948.30065363972,0.0
603,598945.034661503,7.0
604,1831099.4961015603,70.0
605,1469314.0966115268,42.0
609,1208532.335015682,48.0
610,1024772.0498820734,45.0
611,1509923.6888679268,83.0
612,1393120.8405548662,58.0
613,1225692.7695465516,41.0
614,1095066.681056218,29.0
615,871974.5760570737,29.0
616,1376400.5070041078,69.0
617,1381814.8088674222,67.0
619,623465.1414771319,11.0
620,1181503.7323962047,37.0
621,1292000.0090739366,49.0
622,1003836.3624428576,34.0
623,1369599.5610119451,53.0
624,1184810.3741745737,51.0
625,1182401.4380784524,40.0
626,1162476.38476246,49.0
628,698085.5808834275,9.0
629,1609435.6973241218,62.0
630,1024004.5971984634,42.0
631,1156010.1998494978,37.0
632,473450.8375699329,0.0
633,744832.3873431953,22.0
634,849992.6553971098,26.0
635,1572253.3374156246,71.0
636,1046569.9694839562,47.0
637,789414.6887122795,20.0
638,463721.9153807876,0.0
639,486790.8356041782,0.0
640,332344.1330777395,0.0
641,1689346.895323318,73.0
642,1331920.7541269425,45.0
644,460958.5646517669,0.0
643,697352.4341697706,25.0
645,825063.804069009,19.0
646,453508.9621058958,4.0
647,1201066.3896620357,56.0
649,703477.8222384324,11.0
650,721279.0480463569,11.0
651,1106372.2593689514,47.0
652,246205.52870715875,0.0
653,275628.52035038616,4.0
654,572224.3755656099,0.0
655,917219.0180379146,32.0
656,820280.7231619048,32.0
657,1428067.5842061883,46.0
660,1013099.1529502722,18.0
658,923517.5139625636,15.0
659,355644.0009660787,0.0
662,399125.8388945638,0.0
663,357910.08896937844,0.0
664,653865.4865156156,12.0
666,717555.6452651398,31.0
665,975646.3740884765,12.0
667,1227893.4412056464,61.0
668,643050.3417087903,20.0
669,996703.6089362054,40.0
670,439138.16409422137,14.0
672,1119010.0123818838,48.0
673,1196674.5942689904,46.0
674,1051148.2876408896,46.0
675,1082970.411552443,39.0
676,1112540.0615227101,31.0
677,449193.1388397262,2.0
678,950089.5926967977,33.0
679,996842.9158665881,45.0
680,1040841.2195095656,19.0
681,2554106.9399660383,124.0
682,877411.0916403849,25.0
683,547228.5627789638,0.0
685,782472.3540866488,34.0
686,754877.6143737155,11.0
687,1326769.9123000356,46.0
688,1966326.05306617,98.0
689,1134319.6564089493,38.0
690,577875.2759784587,14.0
691,495223.624418993,11.0
692,930093.0229030519,14.0
693,1145162.257405356,46.0
694,603360.6155519387,11.0
695,872283.8659374393,33.0
696,605189.0263112371,14.0
697,2232186.901941878,121.0
698,277485.7418331349,0.0
699,662771.2549365691,9.0
700,878203.0464454568,27.0
701,895925.1960212903,29.0
702,758421.2275557108,16.0
703,1492522.439871572,62.0
704,1870000.4025059107,94.0
706,733401.7719573511,20.0
707,1024222.8950448128,42.0
709,297719.9209569652,0.0
710,514163.33015802706,0.0
711,377433.89677803265,0.0
712,1151824.6200125332,47.0
713,799535.9672533444,11.0
714,844856.0718205024,33.0
716,1258797.725105818,25.0
717,927759.7805547606,29.0
718,1362304.9211877657,53.0
719,576236.8451160338,19.0
720,477413.97058156104,0.0
721,1046368.0560608207,19.0
724,952845.4760725293,41.0
723,334333.99401231995,0.0
725,1170622.0937197811,52.0
726,987370.9456740269,49.0
727,1910886.427911389,68.0
728,1480474.850903151,76.0
729,1610207.0500209252,52.0
730,431656.9574478144,0.0
731,1324303.483616053,37.0
732,956762.7670550755,27.0
733,1769315.2422810276,84.0
734,2300175.6212090226,121.0
735,284642.81738967495,0.0
736,1685417.8782545626,56.0
737,323152.71033975505,0.0
739,1534081.8572287068,82.0
740,1000160.2217951244,53.0
741,494859.6278586957,11.0
742,1697532.0377452022,80.0
743,1029582.0335514218,44.0
744,1123892.4170376451,35.0
745,917889.6447885175,29.0
746,518663.4196864257,2.0
747,1229419.3829485916,55.0
748,380894.1255992239,0.0
749,1848576.0370948238,66.0
750,1040905.0301389641,31.0
751,955600.1063383821,39.0
752,696945.999687826,0.0
753,374043.44682322897,0.0
754,389018.8255956639,0.0
755,566909.7646042518,11.0
757,667156.8055137241,18.0
758,725046.9880703033,2.0
759,1071395.8993771726,48.0
761,205452.3424061802,0.0
762,923768.5863250648,42.0
763,1064180.9994607281,38.0
764,1302160.720989463,35.0
766,795942.2390910381,13.0
767,947267.9146498295,33.0
769,323570.6420793529,0.0
770,1239965.3660122755,32.0
771,624283.7795790116,5.0
772,605883.1230648003,10.0
773,1451356.000491245,74.0
774,1600535.8069713206,73.0
775,392914.85928353254,0.0
776,927826.6692403057,39.0
777,919313.0433585714,36.0
778,1396053.0418491098,55.0
779,2579139.348487668,135.0
780,1183163.9114413485,43.0
782,643119.4068186649,22.0
783,1139207.1302687817,35.0
784,3335129.162854032,192.0
785,579310.4222814554,12.0
786,878671.8555346358,21.0
787,1359906.4346274175,28.0
788,623212.5528692701,4.0
789,2526562.3301666384,152.0
791,1043750.8690102082,27.0
792,530406.4070335516,0.0
793,736684.6511381966,11.0
794,1825507.9686532617,100.0
795,1081170.0888724108,56.0
796,1448556.836194146,61.0
797,689084.4851396558,18.0
798,1726015.7069139408,73.0
799,573213.2133168798,14.0
800,1007937.0924589585,41.0
802,937301.3405900076,26.0
803,1266221.7724756442,63.0
801,416144.5335960138,3.0
804,351277.9005471275,0.0
805,344968.92013984453,0.0
806,343203.5945496324,0.0
807,1075887.7339885384,43.0
808,1725929.4474983304,91.0
809,421928.9095095573,0.0
810,619256.8916798666,20.0
811,1040557.2191560091,30.0
813,1038655.7450289874,39.0
814,2224321.9837220497,105.0
812,358964.14662071184,0.0
815,905331.9774425566,18.0
816,362815.8990549012,0.0
817,2138430.7955733906,107.0
818,902638.7945951906,31.0
819,1691819.3972723342,82.0
820,273639.4248405128,6.0
821,477619.057154713,0.0
822,1231917.356928456,64.0
823,1741877.2723484687,71.0
824,1592512.6801116436,90.0
825,1045086.9752106345,20.0
826,1549243.1103808214,66.0
827,1456428.3383614868,63.0
828,1028339.6546734176,38.0
829,758371.7986298449,16.0
830,797652.1468018222,19.0
831,573095.1759816838,3.0
832,395984.3568119369,0.0
833,1114293.4603726263,71.0
834,317813.90352081606,0.0
835,1271152.2452650764,52.0
836,1496906.1589492501,56.0
837,1459690.5469931427,58.0
838,1476577.128594024,73.0
839,1055456.1731753633,24.0
840,1379328.486308257,52.0
841,339851.5611202412,0.0
843,2050817.6467393944,94.0
845,1481554.0572705166,59.0
846,1037043.0966413148,39.0
847,945870.641310275,32.0
848,1419671.7510818893,76.0
849,1481162.141808525,61.0
850,1569747.3763754505,77.0
851,546722.452566984,2.0
852,1125787.2127251301,52.0
853,1353595.5779699557,58.0
854,1060015.5355858651,20.0
855,1053724.993826533,20.0
857,513134.0096535675,0.0
858,329006.65845648845,0.0
859,408639.2291846788,0.0
860,1194557.5256985305,39.0
861,2373882.105728915,110.0
862,880536.4792059981,29.0
863,681015.9054517352,19.0
864,1043558.5798926018,44.0
865,561438.4744286728,17.0
866,1222897.1735484968,48.0
867,1518978.8514998727,65.0
868,1550476.582168407,60.0
870,952818.1851217434,42.0
871,1050395.3273514807,47.0
872,1025561.2487690111,39.0
874,802706.8020874412,32.0
875,512858.27924745117,0.0
876,1000807.2426787238,54.0
877,1943043.8555671747,90.0
878,395242.67941717856,0.0
879,522126.0675254669,0.0
880,740157.1903431321,33.0
881,1420419.4602984532,75.0
882,1368304.7131606848,66.0
883,1816685.163731869,89.0
884,879438.4200720075,32.0
885,2211780.7731332565,96.0
886,668750.100714345,26.0
887,1519357.1772396518,64.0
889,518073.6513325624,12.0
890,1240565.082334178,42.0
891,1698675.198559835,71.0
892,634526.4304031294,12.0
893,1176548.3796493844,55.0
894,587268.4847057057,12.0
895,1585027.4565991024,74.0
896,1749034.2621530567,64.0
898,870649.9064731197,32.0
899,1665673.099631987,79.0
900,1591327.444386149,76.0
903,941601.1581957437,24.0
904,3262844.9437092147,177.0
906,1398028.8122391282,74.0
907,2437640.0059034247,134.0
908,449745.59495044925,0.0
909,1785535.2487377117,86.0
910,1140804.445312699,42.0
912,1145849.990957274,60.0
913,1112811.0420826846,56.0
915,1108552.9806323089,43.0
914,1076590.08842407,52.0
918,3250422.99114789,186.0
919,2759114.013399885,158.0
920,318117.0468137996,0.0
916,894644.3273635827,42.0
921,1032646.8585542588,22.0
917,1693750.0309096489,93.0
923,579057.0134940903,11.0
922,1794243.8165120329,103.0
924,2807022.7030086503,165.0
925,1220412.503749968,53.0
926,2348706.394190329,104.0
927,505592.24331304687,0.0
928,1539989.3106943606,44.0
929,1698817.4659264388,83.0
930,2224311.089849487,114.0
931,293969.10346996656,0.0
932,4189621.0201945663,261.0
933,641077.0390226538,24.0
934,213579.8599060173,0.0
935,269664.49531845347,0.0
936,1106037.163652101,42.0
937,2901621.100255151,146.0
941,2574704.274495529,147.0
940,990153.1337297672,36.0
944,876001.9961317106,29.0
945,1180103.2266474469,60.0
946,525587.8573800854,0.0
947,912409.5380381685,20.0
948,1006079.3832698298,37.0
943,2785128.5048461035,153.0
949,821583.8496697877,25.0
950,692274.9441718017,6.0
951,4651447.5905840695,311.0
952,1266541.591278307,55.0
953,304987.31501641584,0.0
954,2743156.911930237,139.0
955,1225833.6132844894,45.0
956,1639286.0341009845,100.0
957,776742.7743465969,16.0
958,1970023.759219559,80.0
959,3644535.0888263653,237.0
961,1673985.1638688287,89.0
963,653715.544561831,10.0
965,594278.2428275307,0.0
967,3717392.3440227,240.0
970,786814.3837842956,23.0
971,407165.8920690966,0.0
973,1383534.8753491852,40.0
974,2900570.8433258454,207.0
972,450431.6077402847,19.0
975,493605.1258493468,0.0
968,1815213.5777219522,79.0
976,620328.6732520437,16.0
977,1116233.7601615342,36.0
978,1609210.4232153974,44.0
979,1145843.5669715754,41.0
980,1194337.7700011772,67.0
981,1197027.655590205,70.0
982,491113.599639004,2.0
983,342359.39476091985,0.0
984,333969.7329427394,2.0
988,434504.1556321073,0.0
990,1140679.7113266862,46.0
991,737443.9755765175,23.0
992,3636372.508025835,210.0
993,937061.750367991,26.0
994,985564.433514988,36.0
995,3136655.570916159,171.0
997,930087.1463171039,32.0
998,476196.7930702744,5.0
999,357916.82416356716,0.0
1000,789468.3974181763,19.0
1001,1916272.187276119,94.0
1002,2630891.4213109175,144.0
969,3688550.995307462,224.0
1003,2055702.5760440542,130.0
1005,1454322.0862957784,42.0
1006,458138.8412205006,7.0
1004,218558.76898856764,0.0
1009,689119.9944734233,13.0
1010,413248.23769951577,1.0
1011,816764.5884049817,7.0
1012,2341902.056789009,112.0
1013,2259918.6767384103,132.0
1014,712008.9823214193,23.0
1015,179897.2435372072,0.0
1017,4306895.744641804,278.0
1018,748832.6760402409,32.0
1019,1187618.0244742378,51.0
1020,789612.6768533861,7.0
1021,1963164.8403338306,74.0
1022,1271140.0028642078,37.0
1023,421408.16647483775,0.0
1024,417590.70596253034,0.0
1026,3199992.863752735,193.0
1025,2121598.1305301054,127.0
1027,557777.47423129,10.0
1028,1020277.5614065926,24.0
1029,2160097.961764122,138.0
1030,1082607.2772701161,29.0
1031,1071056.647289963,33.0
1032,1086466.0808564366,32.0
1033,1568372.5939386236,77.0
1034,2893425.3776229913,186.0
1035,487103.6521614315,9.0
1038,2971882.230129564,174.0
1037,692469.5982570655,15.0
1040,529489.4340617318,13.0
1041,1234795.22114103,58.0
1042,3196378.3073357334,187.0
1043,1296412.6606323808,46.0
1036,2148243.9417897984,100.0
1044,1255928.3096690353,48.0
1045,2111824.4476070683,137.0
1046,478387.1653350082,7.0
1047,687957.0286872488,19.0
1048,712275.3426010752,17.0
1049,2998210.41675078,164.0
1050,1054651.960998676,29.0
1051,1340864.9544757465,84.0
1052,2299235.525184699,157.0
1053,743163.4209446457,41.0
1055,1720107.616848412,53.0
1056,2713679.6237492794,162.0
1057,723090.2758676916,12.0
1059,935652.7483338218,14.0
1060,2962721.3633440705,162.0
1058,677415.2916197925,28.0
1061,2638875.7744386885,153.0
1062,320456.865900701,0.0
1063,2426154.1040236303,152.0
1066,215337.41799666832,0.0
1067,1603036.159073174,85.0
1068,1756062.545707042,81.0
1069,963934.0338039113,41.0
1070,1025254.6241017601,41.0
1071,670105.2250338064,10.0
1073,566291.1073276217,2.0
1074,1903401.0393268676,101.0
